tf_id,bdgi,NA,prop_gi,sum_areas,check,built,description,oslandusetiera,oslandusetierb,capturespecification,planted_by,plant_date,area,class_area,feature,trees,tf_age,elevation
197,583208.093000688,139566.105990163,0.806902202395952,722774.198990851,0,0.769933826982642,Bare Earth Or Grass,Attraction Or Activity,"[""Outdoor Amenity""]",Urban,"Local Residents, Earthwatch

",2022-02-04,204,19,No,"Alder(Alnus glutinosa) | Apple, crab(Malus sylvestris) | Aspen(Populus tremula) | Birch, downy(Betula pubescens) | Birch, silver(Betula pendula) | Blackthorn(Prunus spinosa) | Cherry, wild(Prunus avium) | Dog Rose(Rosa canina) | Hawthorn(Crataegus monogyna) | Hazel(Corylus avellana) | Hornbeam(Carpinus betulus) | Lime, large-leaved(Tilia platyphyllos) | Lime, small-leaved(Tilia cordata) | Oak, sessile(Quercus petraea) | Willow, grey(Salix cinerea subsp. Oleifolia)",643,144.398880004883
198,1814872.31904491,547293.700487535,0.768308537180691,2362166.01953243,0,0.248099203175415,Bare Earth Or Grass,Education,"[""School""]",Urban,"Corporate Employees, Volunteer Group, School Children, Earthwatch, Landscape contractors

",2022-02-03,208,19,No,"Alder(Alnus glutinosa) | Apple, crab(Malus sylvestris) | Aspen(Populus tremula) | Birch, downy(Betula pubescens) | Birch, silver(Betula pendula) | Blackthorn(Prunus spinosa) | Buckthorn, purging(Rhamnus cathartica) | Cherry, bird(Prunus padus) | Cherry, wild(Prunus avium) | Dog Rose(Rosa canina) | Dogwood(Cornus sanguinea) | Elder(Sambucus nigra) | Hawthorn(Crataegus monogyna) | Hazel(Corylus avellana) | Hornbeam(Carpinus betulus) | Lime, large-leaved(Tilia platyphyllos) | Lime, small-leaved(Tilia cordata) | Oak, sessile(Quercus petraea) | Rowan(Sorbus aucuparia) | Willow, goat(Salix caprea)",644,134.912948608398
199,949112.433032396,568684.481996331,0.62532241542633,1517796.91502872,0,0.516870236727098,Bare Earth Or Grass,Attraction Or Activity,"[""Outdoor Amenity""]",Urban,"Local Residents, Earthwatch

",2022-02-04,207,24,No,"Alder(Alnus glutinosa) | Birch, downy(Betula pubescens) | Birch, silver(Betula pendula) | Blackthorn(Prunus spinosa) | Buckthorn, purging(Rhamnus cathartica) | Cherry, wild(Prunus avium) | Elder(Sambucus nigra) | Hawthorn(Crataegus monogyna) | Hazel(Corylus avellana) | Hornbeam(Carpinus betulus) | Lime, large-leaved(Tilia platyphyllos) | Lime, small-leaved(Tilia cordata) | Oak, sessile(Quercus petraea) | Pear, common(Pyrus communis) | Willow, grey(Salix cinerea subsp. Oleifolia)",643,123.444892883301
202,365376.867932755,699445.380424993,0.343134141398968,1064822.24835775,0,0.661056551319277,Bare Earth Or Grass,Attraction Or Activity,"[""Outdoor Amenity""]",Urban,"Local Residents, School Children, Earthwatch

",2022-02-19,200,28,No,"Alder(Alnus glutinosa) | Beech, common(Fagus sylvatica) | Birch, downy(Betula pubescens) | Birch, silver(Betula pendula) | Blackthorn(Prunus spinosa) | Cherry, wild(Prunus avium) | Dog Rose(Rosa canina) | Elder(Sambucus nigra) | Guelder, rose(Viburnum opulus) | Hazel(Corylus avellana) | Holly(Ilex aquifolium) | Hornbeam(Carpinus betulus) | Oak, english(Quercus robur) | Oak, sessile(Quercus petraea) | Rowan(Sorbus aucuparia) | Wild service tree(Sorbus torminalis) | Willow, goat(Salix caprea) | Willow, grey(Salix cinerea subsp. Oleifolia)",628,6.41082715988159
203,1326218.73658552,218031.015271607,0.858811040759825,1544249.75185713,0,0.50845003724701,Bare Earth Or Grass,Unknown Or Unused Natural,[],Urban,"Volunteer Group, Local Residents, School Children, Earthwatch

",2022-02-24,205,,No,"Alder(Alnus glutinosa) | Alder buckthorn(Frangula alnus) | Apple, crab(Malus sylvestris) | Birch, downy(Betula pubescens) | Birch, silver(Betula pendula) | Blackthorn(Prunus spinosa) | Cherry, bird(Prunus padus) | Dog Rose(Rosa canina) | Elder(Sambucus nigra) | Guelder, rose(Viburnum opulus) | Hawthorn(Crataegus monogyna) | Hazel(Corylus avellana) | Holly(Ilex aquifolium) | Hornbeam(Carpinus betulus) | Lime, small-leaved(Tilia cordata) | Pine, scots(Pinus sylvestris) | Willow, goat(Salix caprea) | Willow, grey(Salix cinerea subsp. Oleifolia)",623,54.8201103210449
204,686787.088153073,181976.268945491,0.790534133997959,868763.357098564,0,0.723464034681308,Bare Earth Or Grass,Sports Attraction Or Facility,"[""Bowls""]",Urban,"Local Residents, School Children, Earthwatch

",2022-03-01,196,24,No,"Alder(Alnus glutinosa) | Apple, crab(Malus sylvestris) | Birch, silver(Betula pendula) | Blackthorn(Prunus spinosa) | Buckthorn, purging(Rhamnus cathartica) | Cherry, wild(Prunus avium) | Dog Rose(Rosa canina) | Dogwood(Cornus sanguinea) | Elder(Sambucus nigra) | Guelder, rose(Viburnum opulus) | Hawthorn(Crataegus monogyna) | Hazel(Corylus avellana) | Hornbeam(Carpinus betulus) | Lime, small-leaved(Tilia cordata) | Maple, field(Acer campestre) | Oak, sessile(Quercus petraea) | Rowan(Sorbus aucuparia) | Spindle(Euonymus europaea) | Wayfaring tree(Viburnum lantana)",618,5.3943076133728
205,170958.880323562,2490711.43405005,0.0642299233681747,2661670.31437361,0,0.152764025172962,Arable Or Grazing Land,Agriculture Or Aquaculture,"[""Agriculture""]",Rural,"Corporate Employees, Volunteer Group, School Children, Earthwatch, Landscape contractors

",2022-03-17,203,24,No,"Alder(Alnus glutinosa) | Apple, crab(Malus sylvestris) | Aspen(Populus tremula) | Birch, downy(Betula pubescens) | Blackthorn(Prunus spinosa) | Dog Rose(Rosa canina) | Dogwood(Cornus sanguinea) | Elder(Sambucus nigra) | Hazel(Corylus avellana) | Hornbeam(Carpinus betulus) | Lime, small-leaved(Tilia cordata) | Oak, sessile(Quercus petraea) | Willow, grey(Salix cinerea subsp. Oleifolia)",602,121.292961120606
206,560667.81506819,193870.231538407,0.743061026000869,754538.046606597,0,0.759823080263315,Bare Earth Or Grass,Unknown Or Unused Natural,[],Urban,"Corporate Employees, Volunteer Group, School Children, Earthwatch, Landscape contractors

",2022-02-14,209,,Yes,"Birch, downy(Betula pubescens) | Birch, silver(Betula pendula) | Blackthorn(Prunus spinosa) | Buckthorn, purging(Rhamnus cathartica) | Cherry, wild(Prunus avium) | Dog Rose(Rosa canina) | Elder(Sambucus nigra) | Hawthorn(Crataegus monogyna) | Hazel(Corylus avellana) | Holly(Ilex aquifolium) | Hornbeam(Carpinus betulus) | Lime, large-leaved(Tilia platyphyllos) | Lime, small-leaved(Tilia cordata) | Oak, sessile(Quercus petraea) | Rowan(Sorbus aucuparia)",633,69.1903228759766
207,515851.476603668,173225.829721261,0.748611907356041,689077.306324925,0,0.78065988105188,Bare Earth Or Grass,Education,"[""School""]",Urban,"Corporate Employees, Volunteer Group, School Children, Earthwatch, Landscape contractors

",2022-02-15,201,16,No,"Apple, crab(Malus sylvestris) | Birch, downy(Betula pubescens) | Birch, silver(Betula pendula) | Blackthorn(Prunus spinosa) | Cherry, wild(Prunus avium) | Dog Rose(Rosa canina) | Dogwood(Cornus sanguinea) | Elder(Sambucus nigra) | Hawthorn(Crataegus monogyna) | Hazel(Corylus avellana) | Hornbeam(Carpinus betulus) | Lime, large-leaved(Tilia platyphyllos) | Lime, small-leaved(Tilia cordata) | Oak, sessile(Quercus petraea) | Pear, common(Pyrus communis) | Rowan(Sorbus aucuparia) | Willow, goat(Salix caprea)",632,90.3646850585938
208,982340.492255623,778135.332174017,0.557997149761419,1760475.82442964,0,0.439623140696487,Bare Earth Or Grass,Education,"[""Further Education""]",Urban,"Corporate Employees, Volunteer Group, Earthwatch, Landscape contractors, University Staff & Students

",2022-02-14,210,32,No,"Alder(Alnus glutinosa) | Apple, crab(Malus sylvestris) | Birch, downy(Betula pubescens) | Birch, silver(Betula pendula) | Blackthorn(Prunus spinosa) | Buckthorn, purging(Rhamnus cathartica) | Cherry, wild(Prunus avium) | Dog Rose(Rosa canina) | Dogwood(Cornus sanguinea) | Elder(Sambucus nigra) | Hawthorn(Crataegus monogyna) | Hazel(Corylus avellana) | Hornbeam(Carpinus betulus) | Lime, large-leaved(Tilia platyphyllos) | Lime, small-leaved(Tilia cordata) | Oak, sessile(Quercus petraea) | Rowan(Sorbus aucuparia) | Willow, goat(Salix caprea)",633,97.0578155517578
209,1086559.09822858,347604.065816462,0.757625858388353,1434163.16404505,0,0.543491686483835,Bare Earth Or Grass,Education,"[""School""]",Urban,"Corporate Employees, Volunteer Group, School Children, Earthwatch, Landscape contractors

",2022-02-17,210,46,Yes,"Alder(Alnus glutinosa) | Apple, crab(Malus sylvestris) | Birch, downy(Betula pubescens) | Birch, silver(Betula pendula) | Blackthorn(Prunus spinosa) | Cherry, wild(Prunus avium) | Dog Rose(Rosa canina) | Elder(Sambucus nigra) | Hawthorn(Crataegus monogyna) | Hazel(Corylus avellana) | Holly(Ilex aquifolium) | Hornbeam(Carpinus betulus) | Lime, large-leaved(Tilia platyphyllos) | Lime, small-leaved(Tilia cordata) | Oak, sessile(Quercus petraea) | Pear, common(Pyrus communis) | Rowan(Sorbus aucuparia)",630,74.4609222412109
210,612070.977383169,814928.867489684,0.428921544443269,1426999.84487286,0,0.545771841794234,Made Surface,Education,"[""School""]",Urban,"Corporate Employees, Volunteer Group, School Children, Earthwatch, Landscape contractors

",2022-02-15,210,31,Yes,"Alder(Alnus glutinosa) | Birch, downy(Betula pubescens) | Birch, silver(Betula pendula) | Blackthorn(Prunus spinosa) | Dog Rose(Rosa canina) | Hawthorn(Crataegus monogyna) | Hazel(Corylus avellana) | Holly(Ilex aquifolium) | Hornbeam(Carpinus betulus) | Lime, small-leaved(Tilia cordata) | Oak, sessile(Quercus petraea) | Rowan(Sorbus aucuparia) | Willow, goat(Salix caprea)",632,136.0166015625
211,346847.993218666,189871.821687211,0.64623660909462,536719.814905877,0,0.829156776804725,Made Surface,Unknown Or Unused Artificial,[],Urban,"Corporate Employees, Earthwatch

",2022-04-06,200,,No,"Alder(Alnus glutinosa) | Beech, common(Fagus sylvatica) | Birch, downy(Betula pubescens) | Birch, silver(Betula pendula) | Blackthorn(Prunus spinosa) | Cherry, wild(Prunus avium) | Common privet(Ligustrum vulgare) | Dog Rose(Rosa canina) | Elder(Sambucus nigra) | Guelder, rose(Viburnum opulus) | Hazel(Corylus avellana) | Holly(Ilex aquifolium) | Hornbeam(Carpinus betulus) | Rowan(Sorbus aucuparia) | Wild service tree(Sorbus torminalis) | Willow, goat(Salix caprea) | Willow, grey(Salix cinerea subsp. Oleifolia)",582,1.19703245162964
212,840197.03277017,193987.766216956,0.812424465717398,1034184.79898713,0,0.670808754341401,Bare Earth Or Grass,Attraction Or Activity,"[""Outdoor Amenity""]",Urban,"Local Residents, Earthwatch, Landscape contractors

",2022-03-07,200,3,No,"Apple, crab(Malus sylvestris) | Beech, common(Fagus sylvatica) | Birch, downy(Betula pubescens) | Birch, silver(Betula pendula) | Blackthorn(Prunus spinosa) | Cherry, wild(Prunus avium) | Dog Rose(Rosa canina) | Dogwood(Cornus sanguinea) | Elder(Sambucus nigra) | Elm, wych(Ulmus glabra) | Guelder, rose(Viburnum opulus) | Hawthorn(Crataegus monogyna) | Hazel(Corylus avellana) | Hornbeam(Carpinus betulus) | Lime, small-leaved(Tilia cordata) | Maple, field(Acer campestre) | Oak, english(Quercus robur) | Oak, sessile(Quercus petraea) | Poplar, black(Poplus nigra) | Rowan(Sorbus aucuparia) | Spindle(Euonymus europaea) | Wayfaring tree(Viburnum lantana) | Willow, goat(Salix caprea) | Willow, grey(Salix cinerea subsp. Oleifolia)",612,102.619201660156
214,1584518.4382194,593739.250610999,0.727424696510631,2178257.68883041,0,0.306639042989426,Bare Earth Or Grass,Unknown Or Unused Natural,[],Urban,"Volunteer Group, Local Residents, Earthwatch

",2022-03-26,201,,No,"Apple, crab(Malus sylvestris) | Birch, downy(Betula pubescens) | Birch, silver(Betula pendula) | Blackthorn(Prunus spinosa) | Cherry, wild(Prunus avium) | Dog Rose(Rosa canina) | Elder(Sambucus nigra) | Guelder, rose(Viburnum opulus) | Hawthorn(Crataegus monogyna) | Hazel(Corylus avellana) | Hornbeam(Carpinus betulus) | Lime, small-leaved(Tilia cordata) | Maple, field(Acer campestre) | Oak, english(Quercus robur)",593,8.13718032836914
215,552032.080273347,928182.51702478,0.372940573131075,1480214.59729812,0,0.52883306000645,Bare Earth Or Grass,Education,"[""School""]",Urban,"School Children, Earthwatch, Landscape contractors

",2022-03-23,205,30,No,"Alder(Alnus glutinosa) | Apple, crab(Malus sylvestris) | Birch, silver(Betula pendula) | Blackthorn(Prunus spinosa) | Cherry, bird(Prunus padus) | Guelder, rose(Viburnum opulus) | Hawthorn(Crataegus monogyna) | Hazel(Corylus avellana) | Heather(Calluna vulgaris) | Lime, small-leaved(Tilia cordata) | Maple, field(Acer campestre) | Oak, english(Quercus robur) | Rowan(Sorbus aucuparia)",596,16.6395092010498
216,1647964.51543409,200967.679973552,0.891306084413094,1848932.19540765,0,0.411466603318246,Bare Earth Or Grass,Education,"[""School""]",Urban,"School Children, Earthwatch

",2022-03-24,206,39,No,"Alder(Alnus glutinosa) | Alder buckthorn(Frangula alnus) | Birch, downy(Betula pubescens) | Birch, silver(Betula pendula) | Broom(Cytisus scoparius) | Cherry, wild(Prunus avium) | Elder(Sambucus nigra) | Gorse(Ulex europaeus) | Hawthorn(Crataegus monogyna) | Hazel(Corylus avellana) | Heather(Calluna vulgaris) | Holly(Ilex aquifolium) | Hornbeam(Carpinus betulus) | Maple, field(Acer campestre) | Oak, english(Quercus robur) | Oak, sessile(Quercus petraea) | Willow, grey(Salix cinerea subsp. Oleifolia)",595,14
217,554977.158860897,1887454.40350837,0.227223217801257,2442431.56236927,0,0.22254988737054,Arable Or Grazing Land,Agriculture Or Aquaculture,"[""Agriculture""]",Rural,"Corporate Employees, School Children, Earthwatch

",2022-03-16,200,28,No,"Alder(Alnus glutinosa) | Birch, downy(Betula pubescens) | Birch, silver(Betula pendula) | Blackthorn(Prunus spinosa) | Cherry, bird(Prunus padus) | Cherry, wild(Prunus avium) | Common privet(Ligustrum vulgare) | Dog Rose(Rosa canina) | Dogwood(Cornus sanguinea) | Elm, wych(Ulmus glabra) | Hawthorn(Crataegus monogyna) | Hazel(Corylus avellana) | Holly(Ilex aquifolium) | Hornbeam(Carpinus betulus) | Lime, small-leaved(Tilia cordata) | Rowan(Sorbus aucuparia) | Spindle(Euonymus europaea) | Wayfaring tree(Viburnum lantana)",603,54.4911003112793
218,1234252.73602875,411671.356184304,0.749884360930165,1645924.09221306,0,0.476086089540504,Bare Earth Or Grass,Sports Attraction Or Facility,[],Urban,"Corporate Employees, Volunteer Group, Local Residents, Earthwatch, Landscape contractors

",2022-02-21,205,19,No,"Alder(Alnus glutinosa) | Apple, crab(Malus sylvestris) | Birch, downy(Betula pubescens) | Birch, silver(Betula pendula) | Blackthorn(Prunus spinosa) | Cherry, wild(Prunus avium) | Elder(Sambucus nigra) | Hawthorn(Crataegus monogyna) | Hazel(Corylus avellana) | Holly(Ilex aquifolium) | Hornbeam(Carpinus betulus) | Lime, small-leaved(Tilia cordata) | Oak, sessile(Quercus petraea) | Rowan(Sorbus aucuparia) | Willow, goat(Salix caprea)",626,228.99674987793
219,869436.803361841,225819.974646372,0.793820061942882,1095256.77800821,0,0.651368939650181,Bare Earth Or Grass,Sports Attraction Or Facility,[],Urban,"Corporate Employees, Volunteer Group, Local Residents, Earthwatch, Landscape contractors

",2022-02-22,203,,No,"Alder(Alnus glutinosa) | Apple, crab(Malus sylvestris) | Birch, downy(Betula pubescens) | Birch, silver(Betula pendula) | Blackthorn(Prunus spinosa) | Cherry, wild(Prunus avium) | Elder(Sambucus nigra) | Hawthorn(Crataegus monogyna) | Hazel(Corylus avellana) | Holly(Ilex aquifolium) | Hornbeam(Carpinus betulus) | Lime, small-leaved(Tilia cordata) | Oak, sessile(Quercus petraea) | Rowan(Sorbus aucuparia) | Willow, goat(Salix caprea)",625,90.2226715087891
220,1045374.11687925,290358.658764609,0.782622195053462,1335732.77564386,0,0.574823052212843,Bare Earth Or Grass,Attraction Or Activity,"[""Outdoor Amenity""]",Urban,"Corporate Employees, Volunteer Group, Local Residents, Earthwatch, Landscape contractors

",2022-02-24,209,,Yes,"Alder(Alnus glutinosa) | Birch, downy(Betula pubescens) | Birch, silver(Betula pendula) | Blackthorn(Prunus spinosa) | Dog Rose(Rosa canina) | Dogwood(Cornus sanguinea) | Hawthorn(Crataegus monogyna) | Hazel(Corylus avellana) | Holly(Ilex aquifolium) | Hornbeam(Carpinus betulus) | Lime, small-leaved(Tilia cordata) | Oak, sessile(Quercus petraea) | Pear, common(Pyrus communis) | Rowan(Sorbus aucuparia)",623,139.66081237793
221,422371.84355074,51345.7694284545,0.891611018839805,473717.612979194,0,0.849211000529336,Bare Earth Or Grass,Sports Attraction Or Facility,[],Urban,"Local Residents, Earthwatch

",2022-02-25,204,,No,"Apple, crab(Malus sylvestris) | Birch, downy(Betula pubescens) | Birch, silver(Betula pendula) | Blackthorn(Prunus spinosa) | Buckthorn, purging(Rhamnus cathartica) | Cherry, wild(Prunus avium) | Dog Rose(Rosa canina) | Dogwood(Cornus sanguinea) | Elder(Sambucus nigra) | Hawthorn(Crataegus monogyna) | Hazel(Corylus avellana) | Holly(Ilex aquifolium) | Hornbeam(Carpinus betulus) | Lime, small-leaved(Tilia cordata) | Pear, common(Pyrus communis) | Willow, goat(Salix caprea)",622,139.594741821289
222,610821.295994449,170069.144625163,0.782211260660051,780890.440619612,0,0.751434852724361,Bare Earth Or Grass,Education,"[""School""]",Urban,"Corporate Employees, Volunteer Group, School Children, Earthwatch, Landscape contractors

",2022-04-07,201,53,No,"Alder(Alnus glutinosa) | Apple, crab(Malus sylvestris) | Birch, downy(Betula pubescens) | Birch, silver(Betula pendula) | Blackthorn(Prunus spinosa) | Cherry, wild(Prunus avium) | Dogwood(Cornus sanguinea) | Hawthorn(Crataegus monogyna) | Hazel(Corylus avellana) | Hornbeam(Carpinus betulus) | Lime, small-leaved(Tilia cordata) | Oak, sessile(Quercus petraea) | Rowan(Sorbus aucuparia)",581,114.288887023926
224,1152803.99533603,316426.241831062,0.784631275734441,1469230.23716709,0,0.53232949042956,Bare Earth Or Grass,Attraction Or Activity,"[""Outdoor Amenity""]",Urban,"Corporate Employees, Volunteer Group, School Children, Earthwatch, Landscape contractors

",2022-03-08,200,20,Yes,"Alder(Alnus glutinosa) | Birch, downy(Betula pubescens) | Birch, silver(Betula pendula) | Blackthorn(Prunus spinosa) | Buckthorn, purging(Rhamnus cathartica) | Cherry, wild(Prunus avium) | Dog Rose(Rosa canina) | Dogwood(Cornus sanguinea) | Hawthorn(Crataegus monogyna) | Hazel(Corylus avellana) | Hornbeam(Carpinus betulus) | Lime, small-leaved(Tilia cordata) | Oak, sessile(Quercus petraea)",611,116.337448120117
225,1016476.8555382,860962.439104456,0.541416629788647,1877439.29464266,0,0.402392511805319,Arable Or Grazing Land,Agriculture Or Aquaculture,"[""Agriculture""]",Urban,"Corporate Employees, Volunteer Group, Local Residents, Earthwatch, Landscape contractors

",2022-03-11,207,,No,"Birch, downy(Betula pubescens) | Birch, silver(Betula pendula) | Blackthorn(Prunus spinosa) | Buckthorn, purging(Rhamnus cathartica) | Cherry, wild(Prunus avium) | Dog Rose(Rosa canina) | Dogwood(Cornus sanguinea) | Elder(Sambucus nigra) | Hawthorn(Crataegus monogyna) | Hazel(Corylus avellana) | Hornbeam(Carpinus betulus) | Lime, small-leaved(Tilia cordata) | Oak, english(Quercus robur) | Rowan(Sorbus aucuparia)",608,74.4372634887695
226,2028459.42412265,282748.354245367,0.877662079155419,2311207.77836802,0,0.264319715120583,Bare Earth Or Grass,Sports Attraction Or Facility,[],Urban,"Corporate Employees, Volunteer Group, Local Residents, Earthwatch, Landscape contractors

",2022-02-28,202,19,Yes,"Aspen(Populus tremula) | Birch, downy(Betula pubescens) | Birch, silver(Betula pendula) | Blackthorn(Prunus spinosa) | Cherry, bird(Prunus padus) | Dogwood(Cornus sanguinea) | Hawthorn(Crataegus monogyna) | Hazel(Corylus avellana) | Hornbeam(Carpinus betulus) | Lime, small-leaved(Tilia cordata) | Oak, sessile(Quercus petraea) | Pear, common(Pyrus communis) | Rowan(Sorbus aucuparia)",619,91.4719543457031
227,1947389.67261325,1791976.78483707,0.520780644200643,1272880.685351,0,0.594829493920378,Bare Earth Or Grass,Unknown Or Unused Natural,[],Urban,"Corporate Employees, Volunteer Group, Local Residents, Earthwatch, Landscape contractors

",2022-03-02,205,,No,"Birch, downy(Betula pubescens) | Birch, silver(Betula pendula) | Blackthorn(Prunus spinosa) | Cherry, bird(Prunus padus) | Elder(Sambucus nigra) | Hawthorn(Crataegus monogyna) | Hazel(Corylus avellana) | Holly(Ilex aquifolium) | Hornbeam(Carpinus betulus) | Lime, small-leaved(Tilia cordata) | Oak, sessile(Quercus petraea) | Rowan(Sorbus aucuparia)",617,113.993797302246
228,724317.359341352,2555306.74146627,0.220853773809927,496849.564855,0,0.841847871560539,Bare Earth Or Grass,Attraction Or Activity,"[""Outdoor Amenity""]",Rural,"Corporate Employees, Volunteer Group, Local Residents, Earthwatch, Landscape contractors

",2022-03-04,202,18,Yes,"Birch, downy(Betula pubescens) | Birch, silver(Betula pendula) | Blackthorn(Prunus spinosa) | Cherry, bird(Prunus padus) | Dogwood(Cornus sanguinea) | Hawthorn(Crataegus monogyna) | Hazel(Corylus avellana) | Hornbeam(Carpinus betulus) | Lime, small-leaved(Tilia cordata) | Oak, sessile(Quercus petraea) | Pear, common(Pyrus communis) | Rowan(Sorbus aucuparia)",615,94.4311752319336
229,2518376.1824169,1533370.96329779,0.621553145309289,1905427.704325,0,0.393483524304868,Bare Earth Or Grass,Community Services: Funerary,"[""Cemetery""]",Urban,"Corporate Employees, Volunteer Group, Local Residents, Earthwatch, Landscape contractors

",2022-03-01,205,27,No,"Birch, downy(Betula pubescens) | Birch, silver(Betula pendula) | Blackthorn(Prunus spinosa) | Cherry, bird(Prunus padus) | Dogwood(Cornus sanguinea) | Hawthorn(Crataegus monogyna) | Hazel(Corylus avellana) | Hornbeam(Carpinus betulus) | Lime, small-leaved(Tilia cordata) | Oak, sessile(Quercus petraea) | Pear, common(Pyrus communis) | Rowan(Sorbus aucuparia)",618,124.016677856445
230,1229845.98237798,599313.409899561,0.672355830536267,268956.1323,0,0.914388604139154,Bare Earth Or Grass,Unknown Or Unused Natural,[],Urban,"Local Residents, Earthwatch

",2022-03-03,205,17,Yes,"Birch, downy(Betula pubescens) | Birch, silver(Betula pendula) | Blackthorn(Prunus spinosa) | Cherry, bird(Prunus padus) | Elder(Sambucus nigra) | Hawthorn(Crataegus monogyna) | Hazel(Corylus avellana) | Holly(Ilex aquifolium) | Hornbeam(Carpinus betulus) | Lime, small-leaved(Tilia cordata) | Oak, sessile(Quercus petraea) | Rowan(Sorbus aucuparia)",616,103.360969543457
232,1255379.2455389,193974.479057277,0.866164845913428,1449353.72459618,0,0.538656380883738,Bare Earth Or Grass,Sports Attraction Or Facility,[],Urban,"Corporate Employees, Volunteer Group, School Children, Earthwatch, Landscape contractors

",2022-03-30,207,16,No,"Alder, grey(Alnus incana) | Alder, red(Alnus rubra) | Apple, crab(Malus sylvestris) | Aspen(Populus tremula) | Birch, downy(Betula pubescens) | Blackthorn(Prunus spinosa) | Dog Rose(Rosa canina) | Hawthorn(Crataegus monogyna) | Lime, small-leaved(Tilia cordata) | Oak, sessile(Quercus petraea) | Pear, common(Pyrus communis) | Rowan(Sorbus aucuparia)",589,148.451629638672
233,510373.788614962,72779.5768706726,0.87519650716572,583153.365485635,0,0.814376518604573,Bare Earth Or Grass,Education,"[""School""]",Urban,"Corporate Employees, Volunteer Group, School Children, Earthwatch, Landscape contractors

",2022-03-17,210,60,Yes,"Alder(Alnus glutinosa) | Birch, downy(Betula pubescens) | Birch, silver(Betula pendula) | Blackthorn(Prunus spinosa) | Buckthorn, purging(Rhamnus cathartica) | Dog Rose(Rosa canina) | Dogwood(Cornus sanguinea) | Elder(Sambucus nigra) | Hawthorn(Crataegus monogyna) | Hornbeam(Carpinus betulus) | Lime, small-leaved(Tilia cordata) | Oak, sessile(Quercus petraea) | Rowan(Sorbus aucuparia)",602,63.9351615905762
234,796484.515092565,135819.990438042,0.85431799413997,932304.505530608,0,0.703238258955917,Made Surface,Education,"[""School""]",Urban,"Corporate Employees, Volunteer Group, School Children, Earthwatch, Landscape contractors

",2022-04-07,210,46,Yes,"Alder, red(Alnus rubra) | Aspen(Populus tremula) | Birch, downy(Betula pubescens) | Birch, silver(Betula pendula) | Blackthorn(Prunus spinosa) | Dog Rose(Rosa canina) | Dogwood(Cornus sanguinea) | Hawthorn(Crataegus monogyna) | Lime, small-leaved(Tilia cordata) | Oak, english(Quercus robur) | Oak, sessile(Quercus petraea) | Rowan(Sorbus aucuparia) | Willow, grey(Salix cinerea subsp. Oleifolia)",581,202.678787231445
235,1253301.65067653,452449.458297199,0.734750599945724,1705751.10897373,0,0.457042558644697,Bare Earth Or Grass,Education,"[""School""]",Urban,"Corporate Employees, Volunteer Group, School Children, Earthwatch, Landscape contractors

",2022-04-07,210,46,Yes,"Alder, grey(Alnus incana) | Alder, red(Alnus rubra) | Apple, crab(Malus sylvestris) | Birch, downy(Betula pubescens) | Birch, silver(Betula pendula) | Blackthorn(Prunus spinosa) | Buckthorn, purging(Rhamnus cathartica) | Dog Rose(Rosa canina) | Dogwood(Cornus sanguinea) | Elder(Sambucus nigra) | Hawthorn, midland(Crataegus laevigata) | Lime, small-leaved(Tilia cordata) | Oak, sessile(Quercus petraea) | Pear, common(Pyrus communis) | Rowan(Sorbus aucuparia) | Willow, grey(Salix cinerea subsp. Oleifolia)",581,101.055572509766
236,263200.198375172,1243771.26719128,0.17465506440511,1506971.46556645,0,0.520316084313323,Bare Earth Or Grass,Education,"[""School""]",Rural,"School Children, Earthwatch

",2022-03-28,206,22,Yes,"Alder(Alnus glutinosa) | Aspen(Populus tremula) | Birch, silver(Betula pendula) | Blackthorn(Prunus spinosa) | Buckthorn, purging(Rhamnus cathartica) | Cherry, wild(Prunus avium) | Dogwood(Cornus sanguinea) | Elder(Sambucus nigra) | Hawthorn(Crataegus monogyna) | Hazel(Corylus avellana) | Hornbeam(Carpinus betulus) | Lime, small-leaved(Tilia cordata) | Oak, sessile(Quercus petraea) | Rowan(Sorbus aucuparia)",591,79.206916809082
237,2495119.00082918,1034006.80713103,0.707007666091487,1302627.104253,0,0.585360914705306,Bare Earth Or Grass,Education,"[""School""]",Urban,"Corporate Employees, Volunteer Group, School Children, Earthwatch, Landscape contractors

",2022-03-21,206,26,No,"Alder, grey(Alnus incana) | Birch, downy(Betula pubescens) | Birch, silver(Betula pendula) | Blackthorn(Prunus spinosa) | Cherry, wild(Prunus avium) | Dog Rose(Rosa canina) | Hawthorn(Crataegus monogyna) | Hornbeam(Carpinus betulus) | Lime, small-leaved(Tilia cordata) | Oak, sessile(Quercus petraea) | Pear, common(Pyrus communis) | Rowan(Sorbus aucuparia) | Willow, goat(Salix caprea)",598,135.467697143555
