"location_id","location_type","samplecount"
165143,"Square plot 5 x 5 m, most habitats",4
165147,"Square plot 5 x 5 m, most habitats",14
165148,"Square plot 5 x 5 m, most habitats",13
165150,"Square plot 5 x 5 m, most habitats",3
165151,"Square plot 5 x 5 m, most habitats",13
165152,"Square plot 5 x 5 m, most habitats",5
165156,"Linear plot",7
165167,"Square plot 10 x 10 m, woodlands",7
165169,"Linear plot",2
165170,"Linear plot",7
165237,"Linear plot",3
165261,"Square plot 5 x 5 m, most habitats",3
165263,"Linear plot",3
165264,"Square plot 5 x 5 m, most habitats",3
165265,"Square plot 5 x 5 m, most habitats",3
165266,"Square plot 5 x 5 m, most habitats",3
165268,"Square plot 5 x 5 m, most habitats",8
165269,"Linear plot",7
165270,"Linear plot",7
165271,"Linear plot",6
165272,"Square plot 5 x 5 m, most habitats",8
165273,"Square plot 5 x 5 m, most habitats",6
165274,"Linear plot",4
165275,"Square plot 5 x 5 m, most habitats",6
165276,"Square plot 5 x 5 m, most habitats",8
165277,"Square plot 5 x 5 m, most habitats",6
165278,"Square plot 10 x 10 m, woodlands",8
165280,"Linear plot",8
165281,"Linear plot",8
165282,"Linear plot",1
165287,"Linear plot",9
165288,"Square plot 5 x 5 m, most habitats",9
165289,"Square plot 5 x 5 m, most habitats",9
165290,"Linear plot",9
165291,"Linear plot",9
165297,"Square plot 5 x 5 m, most habitats",4
165299,"Linear plot",4
165301,"Linear plot",4
165302,"Square plot 5 x 5 m, most habitats",8
165303,"Square plot 5 x 5 m, most habitats",8
165304,"Square plot 5 x 5 m, most habitats",3
165305,"Linear plot",8
165306,"Linear plot",8
165307,"Linear plot",2
165308,"Square plot 10 x 10 m, woodlands",8
165309,"Linear plot",8
165310,"Square plot 10 x 10 m, woodlands",8
165311,"Square plot 5 x 5 m, most habitats",8
165312,"Square plot 5 x 5 m, most habitats",8
165315,"Linear plot",2
165316,"Linear plot",1
165317,"Square plot 5 x 5 m, most habitats",1
165336,"Linear plot",11
165337,"Square plot 5 x 5 m, most habitats",10
165338,"Linear plot",10
165340,"Square plot 5 x 5 m, most habitats",10
165341,"Square plot 5 x 5 m, most habitats",10
165343,"Linear plot",11
165344,"Square plot 5 x 5 m, most habitats",11
165345,"Square plot 10 x 10 m, woodlands",12
165346,"Square plot 10 x 10 m, woodlands",12
165347,"Linear plot",11
165348,"Square plot 5 x 5 m, most habitats",6
165349,"Square plot 5 x 5 m, most habitats",6
165350,"Square plot 5 x 5 m, most habitats",6
165351,"Square plot 5 x 5 m, most habitats",6
165352,"Linear plot",6
165355,"Linear plot",4
165360,"Square plot 5 x 5 m, most habitats",2
165361,"Linear plot",2
165362,"Square plot 5 x 5 m, most habitats",2
165363,"Linear plot",2
165364,"Linear plot",2
165365,"Linear plot",2
165385,"Square plot 5 x 5 m, most habitats",1
165386,"Square plot 5 x 5 m, most habitats",1
165388,"Square plot 5 x 5 m, most habitats",1
165389,"Square plot 5 x 5 m, most habitats",1
165390,"Linear plot",2
165391,"Square plot 5 x 5 m, most habitats",2
165392,"Square plot 5 x 5 m, most habitats",2
165393,"Linear plot",2
165394,"Square plot 5 x 5 m, most habitats",2
165395,"Linear plot",2
165396,"Linear plot",4
165397,"Square plot 5 x 5 m, most habitats",4
165398,"Square plot 10 x 10 m, woodlands",4
165399,"Square plot 5 x 5 m, most habitats",1
165400,"Square plot 5 x 5 m, most habitats",1
165401,"Square plot 5 x 5 m, most habitats",1
165415,"Linear plot",2
165416,"Linear plot",2
165417,"Square plot 5 x 5 m, most habitats",3
165418,"Square plot 5 x 5 m, most habitats",2
165419,"Square plot 5 x 5 m, most habitats",1
165420,"Square plot 5 x 5 m, most habitats",3
165421,"Linear plot",3
165422,"Square plot 5 x 5 m, most habitats",3
165423,"Square plot 5 x 5 m, most habitats",3
165424,"Square plot 5 x 5 m, most habitats",3
165425,"Square plot 5 x 5 m, most habitats",3
165426,"Square plot 5 x 5 m, most habitats",3
165427,"Square plot 5 x 5 m, most habitats",3
165428,"Square plot 5 x 5 m, most habitats",3
165429,"Square plot 5 x 5 m, most habitats",3
165430,"Square plot 5 x 5 m, most habitats",3
165448,"Square plot 10 x 10 m, woodlands",1
165454,"Linear plot",1
165455,"Square plot 5 x 5 m, most habitats",1
165457,"Square plot 10 x 10 m, woodlands",6
165458,"Linear plot",3
165459,"Square plot 5 x 5 m, most habitats",3
165460,"Square plot 10 x 10 m, woodlands",3
165461,"Linear plot",3
165462,"Square plot 5 x 5 m, most habitats",6
165463,"Square plot 5 x 5 m, most habitats",6
165464,"Square plot 5 x 5 m, most habitats",5
165465,"Linear plot",5
165466,"Square plot 5 x 5 m, most habitats",5
165469,"Square plot 5 x 5 m, most habitats",1
165470,"Square plot 5 x 5 m, most habitats",1
165471,"Square plot 5 x 5 m, most habitats",1
165472,"Square plot 5 x 5 m, most habitats",6
165475,"Linear plot",2
165476,"Linear plot",6
165477,"Linear plot",2
165478,"Square plot 5 x 5 m, most habitats",5
165479,"Linear plot",2
165480,"Square plot 5 x 5 m, most habitats",4
165481,"Linear plot",2
165482,"Square plot 5 x 5 m, most habitats",2
165493,"Square plot 5 x 5 m, most habitats",4
165494,"Square plot 5 x 5 m, most habitats",4
165495,"Square plot 5 x 5 m, most habitats",4
165496,"Square plot 5 x 5 m, most habitats",4
165497,"Square plot 5 x 5 m, most habitats",4
165498,"Square plot 5 x 5 m, most habitats",1
165499,"Square plot 5 x 5 m, most habitats",1
165500,"Linear plot",1
165501,"Linear plot",1
165502,"Square plot 5 x 5 m, most habitats",1
165503,"Square plot 5 x 5 m, most habitats",12
165506,"Linear plot",7
165509,"Square plot 10 x 10 m, woodlands",2
165510,"Square plot 10 x 10 m, woodlands",2
165511,"Square plot 10 x 10 m, woodlands",2
165525,"Square plot 5 x 5 m, most habitats",8
165526,"Square plot 10 x 10 m, woodlands",4
165527,"Square plot 10 x 10 m, woodlands",4
165528,"Linear plot",4
165529,"Linear plot",4
165530,"Linear plot",4
165533,"Square plot 5 x 5 m, most habitats",1
165549,"Square plot 5 x 5 m, most habitats",1
165550,"Square plot 5 x 5 m, most habitats",1
165551,"Square plot 5 x 5 m, most habitats",1
165552,"Square plot 5 x 5 m, most habitats",1
165553,"Square plot 5 x 5 m, most habitats",1
165557,"Linear plot",1
165564,"Linear plot",1
165565,"Linear plot",1
165567,"Square plot 5 x 5 m, most habitats",6
165568,"Square plot 5 x 5 m, most habitats",7
165569,"Square plot 5 x 5 m, most habitats",6
165571,"Linear plot",2
165572,"Linear plot",2
165573,"Square plot 5 x 5 m, most habitats",2
165574,"Square plot 5 x 5 m, most habitats",2
165575,"Square plot 5 x 5 m, most habitats",2
165577,"Square plot 10 x 10 m, woodlands",1
165579,"Square plot 5 x 5 m, most habitats",1
165585,"Square plot 5 x 5 m, most habitats",2
165586,"Square plot 5 x 5 m, most habitats",2
165587,"Linear plot",2
165588,"Square plot 5 x 5 m, most habitats",2
165589,"Linear plot",2
165590,"Linear plot",1
165591,"Square plot 5 x 5 m, most habitats",1
165593,"Square plot 5 x 5 m, most habitats",1
165594,"Square plot 5 x 5 m, most habitats",1
165595,"Linear plot",1
165596,"Square plot 5 x 5 m, most habitats",1
165597,"Square plot 5 x 5 m, most habitats",1
165625,"Square plot 10 x 10 m, woodlands",1
165626,"Square plot 10 x 10 m, woodlands",1
165627,"Linear plot",2
165628,"Square plot 5 x 5 m, most habitats",2
165654,"Linear plot",5
165655,"Linear plot",5
165656,"Linear plot",5
165657,"Square plot 10 x 10 m, woodlands",5
165659,"Linear plot",5
165669,"Square plot 10 x 10 m, woodlands",4
165670,"Linear plot",4
165671,"Linear plot",3
165672,"Square plot 5 x 5 m, most habitats",1
165698,"Square plot 10 x 10 m, woodlands",2
165699,"Linear plot",2
165700,"Linear plot",2
165701,"Square plot 10 x 10 m, woodlands",2
165702,"Linear plot",2
165741,"Square plot 5 x 5 m, most habitats",4
165792,"Square plot 5 x 5 m, most habitats",4
165793,"Square plot 5 x 5 m, most habitats",4
165794,"Linear plot",4
165795,"Linear plot",4
165945,"Square plot 5 x 5 m, most habitats",8
165946,"Linear plot",6
165947,"Square plot 5 x 5 m, most habitats",7
165949,"Linear plot",7
165950,"Square plot 5 x 5 m, most habitats",7
166048,"Square plot 5 x 5 m, most habitats",2
166049,"Square plot 5 x 5 m, most habitats",1
166050,"Linear plot",1
166051,"Square plot 5 x 5 m, most habitats",1
166052,"Square plot 10 x 10 m, woodlands",1
166054,"Square plot 10 x 10 m, woodlands",3
166055,"Square plot 10 x 10 m, woodlands",2
166056,"Square plot 5 x 5 m, most habitats",2
166057,"Linear plot",3
166058,"Linear plot",3
166073,"Square plot 10 x 10 m, woodlands",1
166074,"Square plot 5 x 5 m, most habitats",1
166075,"Square plot 5 x 5 m, most habitats",1
166076,"Linear plot",1
166077,"Linear plot",1
166284,"Linear plot",2
166285,"Square plot 5 x 5 m, most habitats",2
166286,"Square plot 5 x 5 m, most habitats",2
166432,"Square plot 10 x 10 m, woodlands",3
166433,"Square plot 10 x 10 m, woodlands",1
166434,"Linear plot",1
166435,"Square plot 10 x 10 m, woodlands",1
166436,"Linear plot",1
166453,"Square plot 5 x 5 m, most habitats",6
166464,"Square plot 5 x 5 m, most habitats",5
166465,"Square plot 5 x 5 m, most habitats",5
166467,"Linear plot",6
166468,"Linear plot",5
166497,"Square plot 5 x 5 m, most habitats",4
166562,"Square plot 5 x 5 m, most habitats",4
166563,"Square plot 5 x 5 m, most habitats",4
166565,"Linear plot",4
166748,"Square plot 5 x 5 m, most habitats",3
167080,"Linear plot",4
167081,"Square plot 5 x 5 m, most habitats",2
167082,"Square plot 5 x 5 m, most habitats",5
169002,"Square plot 10 x 10 m, woodlands",2
169003,"Square plot 5 x 5 m, most habitats",2
169004,"Linear plot",2
176506,"Square plot 5 x 5 m, most habitats",2
177387,"Linear plot",2
177388,"Square plot 5 x 5 m, most habitats",2
177390,"Square plot 5 x 5 m, most habitats",2
177391,"Linear plot",2
177510,"Square plot 10 x 10 m, woodlands",2
177511,"Linear plot",2
177514,"Square plot 5 x 5 m, most habitats",2
177600,"Square plot 5 x 5 m, most habitats",6
177602,"Linear plot",6
177603,"Square plot 5 x 5 m, most habitats",6
177604,"Linear plot",6
177605,"Square plot 5 x 5 m, most habitats",6
177622,"Square plot 10 x 10 m, woodlands",9
177623,"Square plot 10 x 10 m, woodlands",10
177769,"Linear plot",5
177770,"Square plot 5 x 5 m, most habitats",5
177771,"Square plot 5 x 5 m, most habitats",5
177772,"Linear plot",5
177773,"Square plot 5 x 5 m, most habitats",5
177818,"Square plot 10 x 10 m, woodlands",2
177819,"Linear plot",2
177821,"Square plot 5 x 5 m, most habitats",2
177822,"Square plot 10 x 10 m, woodlands",2
177852,"Square plot 5 x 5 m, most habitats",2
177897,"Square plot 5 x 5 m, most habitats",12
177899,"Square plot 5 x 5 m, most habitats",12
178087,"Square plot 5 x 5 m, most habitats",1
178088,"Square plot 5 x 5 m, most habitats",1
178089,"Square plot 5 x 5 m, most habitats",1
178090,"Square plot 10 x 10 m, woodlands",1
178091,"Square plot 5 x 5 m, most habitats",1
178185,"Linear plot",1
178314,"Square plot 5 x 5 m, most habitats",13
178316,"Linear plot",12
178317,"Linear plot",12
178559,"Square plot 10 x 10 m, woodlands",8
178588,"Square plot 10 x 10 m, woodlands",10
178592,"Square plot 5 x 5 m, most habitats",5
178593,"Square plot 10 x 10 m, woodlands",5
178705,"Square plot 5 x 5 m, most habitats",2
178722,"Square plot 10 x 10 m, woodlands",2
178756,"Square plot 5 x 5 m, most habitats",5
178983,"Square plot 5 x 5 m, most habitats",2
179036,"Square plot 5 x 5 m, most habitats",5
179038,"Linear plot",5
179039,"Square plot 5 x 5 m, most habitats",2
179040,"Linear plot",2
179041,"Linear plot",2
179042,"Square plot 5 x 5 m, most habitats",2
179043,"Square plot 5 x 5 m, most habitats",2
179093,"Linear plot",5
179099,"Square plot 5 x 5 m, most habitats",2
179138,"Square plot 5 x 5 m, most habitats",1
179139,"Square plot 5 x 5 m, most habitats",1
179151,"Square plot 10 x 10 m, woodlands",1
179165,"Linear plot",2
179166,"Square plot 10 x 10 m, woodlands",2
179167,"Square plot 5 x 5 m, most habitats",2
179168,"Square plot 5 x 5 m, most habitats",2
179169,"Linear plot",2
179170,"Square plot 10 x 10 m, woodlands",2
179262,"Linear plot",1
179265,"Linear plot",1
179269,"Square plot 5 x 5 m, most habitats",2
179272,"Square plot 10 x 10 m, woodlands",2
179381,"Square plot 10 x 10 m, woodlands",3
179382,"Square plot 5 x 5 m, most habitats",3
179383,"Linear plot",3
179384,"Linear plot",3
179385,"Linear plot",3
179395,"Square plot 5 x 5 m, most habitats",1
179418,"Linear plot",5
179489,"Square plot 10 x 10 m, woodlands",7
179492,"Linear plot",7
179558,"Square plot 5 x 5 m, most habitats",11
179631,"Square plot 10 x 10 m, woodlands",4
179633,"Square plot 5 x 5 m, most habitats",6
179634,"Square plot 5 x 5 m, most habitats",6
179636,"Linear plot",6
179640,"Square plot 10 x 10 m, woodlands",5
179641,"Linear plot",5
179658,"Square plot 5 x 5 m, most habitats",1
179673,"Square plot 5 x 5 m, most habitats",10
179676,"Square plot 5 x 5 m, most habitats",10
179678,"Linear plot",10
179679,"Square plot 5 x 5 m, most habitats",8
179680,"Square plot 5 x 5 m, most habitats",10
179714,"Linear plot",11
179715,"Linear plot",11
179798,"Linear plot",12
179799,"Square plot 10 x 10 m, woodlands",9
179800,"Square plot 10 x 10 m, woodlands",15
179801,"Linear plot",11
179869,"Square plot 5 x 5 m, most habitats",11
179870,"Linear plot",11
179871,"Square plot 10 x 10 m, woodlands",11
179873,"Linear plot",11
179895,"Square plot 5 x 5 m, most habitats",11
179896,"Square plot 10 x 10 m, woodlands",11
179920,"Linear plot",1
179923,"Square plot 5 x 5 m, most habitats",1
179924,"Linear plot",1
179925,"Square plot 10 x 10 m, woodlands",2
179938,"Linear plot",2
179949,"Linear plot",2
179955,"Square plot 5 x 5 m, most habitats",1
179961,"Square plot 5 x 5 m, most habitats",2
179964,"Linear plot",2
179966,"Square plot 5 x 5 m, most habitats",2
179968,"Square plot 10 x 10 m, woodlands",2
180016,"Linear plot",2
180017,"Linear plot",2
180021,"Linear plot",4
180023,"Linear plot",4
180024,"Square plot 10 x 10 m, woodlands",3
180025,"Linear plot",4
180026,"Linear plot",4
180039,"Square plot 5 x 5 m, most habitats",8
180040,"Square plot 10 x 10 m, woodlands",8
180041,"Linear plot",8
180042,"Linear plot",8
180043,"Square plot 10 x 10 m, woodlands",8
180134,"Square plot 5 x 5 m, most habitats",2
180154,"Square plot 5 x 5 m, most habitats",1
180188,"Square plot 5 x 5 m, most habitats",1
180224,"Linear plot",7
180226,"Square plot 10 x 10 m, woodlands",12
180227,"Linear plot",12
180228,"Square plot 5 x 5 m, most habitats",12
180233,"Linear plot",12
180235,"Square plot 5 x 5 m, most habitats",9
180236,"Linear plot",12
180319,"Square plot 5 x 5 m, most habitats",6
180321,"Linear plot",6
180322,"Square plot 5 x 5 m, most habitats",6
180323,"Square plot 5 x 5 m, most habitats",6
180328,"Linear plot",7
180342,"Square plot 10 x 10 m, woodlands",4
180387,"Square plot 5 x 5 m, most habitats",4
180388,"Linear plot",4
180389,"Square plot 5 x 5 m, most habitats",4
180392,"Square plot 5 x 5 m, most habitats",4
180393,"Linear plot",4
180778,"Square plot 5 x 5 m, most habitats",2
180780,"Square plot 5 x 5 m, most habitats",2
180782,"Linear plot",2
180783,"Square plot 5 x 5 m, most habitats",2
181578,"Square plot 5 x 5 m, most habitats",1
181589,"Square plot 5 x 5 m, most habitats",1
181665,"Linear plot",7
181667,"Linear plot",7
181670,"Square plot 10 x 10 m, woodlands",7
181671,"Square plot 5 x 5 m, most habitats",1
181672,"Square plot 5 x 5 m, most habitats",7
181681,"Linear plot",6
181770,"Linear plot",2
181772,"Square plot 5 x 5 m, most habitats",5
181773,"Linear plot",5
181774,"Linear plot",5
181775,"Square plot 5 x 5 m, most habitats",5
181776,"Linear plot",5
181819,"Linear plot",4
181864,"Square plot 5 x 5 m, most habitats",7
181866,"Square plot 5 x 5 m, most habitats",7
181867,"Square plot 5 x 5 m, most habitats",7
181871,"Linear plot",7
181902,"Linear plot",7
182191,"Linear plot",3
182281,"Square plot 10 x 10 m, woodlands",1
182282,"Linear plot",1
182283,"Square plot 5 x 5 m, most habitats",1
182369,"Square plot 5 x 5 m, most habitats",2
182373,"Square plot 5 x 5 m, most habitats",2
182374,"Linear plot",2
182376,"Square plot 5 x 5 m, most habitats",2
182381,"Square plot 10 x 10 m, woodlands",11
182382,"Linear plot",11
182383,"Linear plot",11
182384,"Linear plot",11
182385,"Linear plot",11
182386,"Square plot 5 x 5 m, most habitats",1
182388,"Linear plot",1
182389,"Square plot 5 x 5 m, most habitats",1
182390,"Square plot 10 x 10 m, woodlands",1
182391,"Linear plot",1
182392,"Square plot 10 x 10 m, woodlands",1
182395,"Square plot 5 x 5 m, most habitats",1
182396,"Linear plot",1
182397,"Square plot 10 x 10 m, woodlands",1
182398,"Square plot 5 x 5 m, most habitats",1
182400,"Linear plot",1
182401,"Square plot 5 x 5 m, most habitats",1
182425,"Linear plot",4
182426,"Square plot 5 x 5 m, most habitats",4
182427,"Square plot 5 x 5 m, most habitats",4
182429,"Linear plot",4
182430,"Square plot 5 x 5 m, most habitats",4
182466,"Square plot 5 x 5 m, most habitats",2
182609,"Square plot 5 x 5 m, most habitats",2
182610,"Square plot 5 x 5 m, most habitats",2
182611,"Square plot 5 x 5 m, most habitats",1
182635,"Square plot 5 x 5 m, most habitats",9
182636,"Linear plot",10
182637,"Linear plot",10
182638,"Square plot 10 x 10 m, woodlands",10
182639,"Square plot 5 x 5 m, most habitats",7
182643,"Linear plot",4
182644,"Square plot 5 x 5 m, most habitats",4
182645,"Square plot 5 x 5 m, most habitats",4
182646,"Square plot 5 x 5 m, most habitats",4
182648,"Linear plot",4
182684,"Square plot 5 x 5 m, most habitats",2
182685,"Square plot 5 x 5 m, most habitats",2
182798,"Square plot 10 x 10 m, woodlands",12
182948,"Square plot 5 x 5 m, most habitats",2
182953,"Linear plot",5
182954,"Linear plot",5
182955,"Square plot 10 x 10 m, woodlands",5
182956,"Linear plot",5
182957,"Square plot 10 x 10 m, woodlands",5
183062,"Linear plot",7
183064,"Linear plot",3
183066,"Square plot 5 x 5 m, most habitats",2
183083,"Square plot 5 x 5 m, most habitats",1
183084,"Square plot 5 x 5 m, most habitats",1
183085,"Linear plot",1
183086,"Square plot 5 x 5 m, most habitats",1
183087,"Linear plot",1
183098,"Square plot 10 x 10 m, woodlands",1
183107,"Square plot 10 x 10 m, woodlands",1
183108,"Linear plot",1
183109,"Linear plot",1
183159,"Square plot 10 x 10 m, woodlands",7
183378,"Linear plot",1
183379,"Linear plot",10
183380,"Linear plot",9
183388,"Square plot 5 x 5 m, most habitats",1
183393,"Linear plot",1
183394,"Square plot 5 x 5 m, most habitats",1
183395,"Square plot 5 x 5 m, most habitats",1
183502,"Square plot 5 x 5 m, most habitats",6
183503,"Square plot 5 x 5 m, most habitats",6
183505,"Linear plot",6
183506,"Square plot 5 x 5 m, most habitats",4
183511,"Square plot 5 x 5 m, most habitats",5
183512,"Linear plot",5
183514,"Linear plot",1
183515,"Square plot 5 x 5 m, most habitats",1
183524,"Square plot 5 x 5 m, most habitats",6
183525,"Square plot 5 x 5 m, most habitats",6
183526,"Linear plot",6
183527,"Linear plot",7
183528,"Square plot 5 x 5 m, most habitats",7
183530,"Linear plot",2
184193,"Linear plot",2
184194,"Square plot 10 x 10 m, woodlands",2
184195,"Square plot 10 x 10 m, woodlands",2
184196,"Linear plot",2
184197,"Linear plot",2
184258,"Square plot 5 x 5 m, most habitats",1
184259,"Linear plot",1
184324,"Linear plot",3
184374,"Linear plot",9
184375,"Linear plot",9
184376,"Square plot 5 x 5 m, most habitats",9
184377,"Linear plot",9
184379,"Linear plot",9
184406,"Linear plot",1
184443,"Linear plot",2
185358,"Square plot 10 x 10 m, woodlands",4
185359,"Linear plot",4
185360,"Linear plot",3
185361,"Square plot 5 x 5 m, most habitats",1
185362,"Linear plot",2
185461,"Linear plot",2
185462,"Square plot 10 x 10 m, woodlands",2
185463,"Square plot 5 x 5 m, most habitats",2
185464,"Square plot 5 x 5 m, most habitats",2
185466,"Square plot 5 x 5 m, most habitats",2
185467,"Square plot 5 x 5 m, most habitats",2
185468,"Square plot 5 x 5 m, most habitats",6
185469,"Square plot 5 x 5 m, most habitats",4
185470,"Linear plot",4
185471,"Linear plot",4
185474,"Square plot 5 x 5 m, most habitats",9
185510,"Square plot 5 x 5 m, most habitats",1
185511,"Linear plot",1
185514,"Square plot 5 x 5 m, most habitats",1
185537,"Square plot 5 x 5 m, most habitats",1
185539,"Square plot 5 x 5 m, most habitats",1
185554,"Linear plot",4
185555,"Square plot 5 x 5 m, most habitats",2
185566,"Square plot 5 x 5 m, most habitats",3
185580,"Square plot 5 x 5 m, most habitats",1
185606,"Square plot 5 x 5 m, most habitats",10
185607,"Square plot 5 x 5 m, most habitats",10
185608,"Square plot 5 x 5 m, most habitats",10
185625,"Linear plot",2
185626,"Square plot 5 x 5 m, most habitats",2
185627,"Square plot 5 x 5 m, most habitats",2
185629,"Linear plot",2
185669,"Square plot 5 x 5 m, most habitats",3
185670,"Square plot 5 x 5 m, most habitats",2
185671,"Square plot 5 x 5 m, most habitats",2
185685,"Linear plot",3
185686,"Linear plot",3
185687,"Square plot 5 x 5 m, most habitats",3
185731,"Linear plot",4
185733,"Square plot 5 x 5 m, most habitats",8
185742,"Square plot 10 x 10 m, woodlands",1
185743,"Linear plot",1
185745,"Linear plot",9
185746,"Linear plot",5
185747,"Square plot 10 x 10 m, woodlands",6
185748,"Linear plot",6
185749,"Linear plot",6
185791,"Square plot 5 x 5 m, most habitats",9
185806,"Linear plot",10
185807,"Square plot 5 x 5 m, most habitats",9
185815,"Square plot 5 x 5 m, most habitats",1
185816,"Square plot 5 x 5 m, most habitats",1
185817,"Square plot 5 x 5 m, most habitats",1
185818,"Linear plot",1
185819,"Linear plot",1
185828,"Square plot 5 x 5 m, most habitats",10
185832,"Linear plot",10
185835,"Linear plot",8
185836,"Linear plot",8
185837,"Square plot 5 x 5 m, most habitats",8
185838,"Linear plot",8
185839,"Square plot 5 x 5 m, most habitats",8
185856,"Square plot 5 x 5 m, most habitats",10
185857,"Square plot 10 x 10 m, woodlands",10
185858,"Square plot 5 x 5 m, most habitats",6
185859,"Linear plot",10
185860,"Linear plot",10
185861,"Square plot 10 x 10 m, woodlands",4
185862,"Square plot 5 x 5 m, most habitats",4
185863,"Linear plot",10
185864,"Square plot 5 x 5 m, most habitats",2
185866,"Linear plot",4
185867,"Linear plot",2
185868,"Linear plot",4
185869,"Square plot 5 x 5 m, most habitats",2
185870,"Linear plot",2
185871,"Linear plot",11
185872,"Linear plot",9
185875,"Linear plot",10
185877,"Square plot 5 x 5 m, most habitats",10
185879,"Square plot 5 x 5 m, most habitats",10
185880,"Linear plot",9
185881,"Square plot 5 x 5 m, most habitats",10
185892,"Linear plot",2
185893,"Square plot 5 x 5 m, most habitats",2
185894,"Square plot 5 x 5 m, most habitats",2
185895,"Square plot 5 x 5 m, most habitats",2
185896,"Linear plot",2
185899,"Square plot 5 x 5 m, most habitats",1
185933,"Square plot 5 x 5 m, most habitats",2
185934,"Square plot 5 x 5 m, most habitats",2
185935,"Linear plot",2
185937,"Square plot 5 x 5 m, most habitats",3
185948,"Linear plot",1
185951,"Square plot 5 x 5 m, most habitats",1
185955,"Square plot 5 x 5 m, most habitats",7
185956,"Square plot 10 x 10 m, woodlands",7
185958,"Linear plot",7
185959,"Square plot 5 x 5 m, most habitats",6
185960,"Linear plot",6
185962,"Linear plot",10
185963,"Square plot 10 x 10 m, woodlands",1
185974,"Square plot 10 x 10 m, woodlands",6
185976,"Linear plot",6
186017,"Linear plot",1
186035,"Square plot 5 x 5 m, most habitats",6
186036,"Square plot 5 x 5 m, most habitats",7
186037,"Linear plot",4
186038,"Square plot 5 x 5 m, most habitats",7
186041,"Square plot 5 x 5 m, most habitats",6
186042,"Linear plot",7
186058,"Square plot 10 x 10 m, woodlands",5
186060,"Linear plot",5
186062,"Square plot 5 x 5 m, most habitats",4
186064,"Square plot 5 x 5 m, most habitats",4
186065,"Linear plot",4
186067,"Square plot 10 x 10 m, woodlands",6
186100,"Linear plot",5
186101,"Square plot 10 x 10 m, woodlands",5
186163,"Square plot 5 x 5 m, most habitats",2
186270,"Linear plot",2
186271,"Linear plot",2
186272,"Square plot 10 x 10 m, woodlands",2
186273,"Linear plot",2
186289,"Square plot 5 x 5 m, most habitats",6
186290,"Square plot 5 x 5 m, most habitats",6
186291,"Square plot 5 x 5 m, most habitats",1
186294,"Square plot 5 x 5 m, most habitats",1
186300,"Linear plot",1
186301,"Square plot 5 x 5 m, most habitats",2
186302,"Square plot 5 x 5 m, most habitats",1
186303,"Square plot 5 x 5 m, most habitats",2
186304,"Square plot 5 x 5 m, most habitats",2
186313,"Linear plot",1
186314,"Square plot 5 x 5 m, most habitats",1
186316,"Square plot 5 x 5 m, most habitats",1
186350,"Linear plot",4
186351,"Linear plot",4
186378,"Square plot 10 x 10 m, woodlands",6
186379,"Linear plot",6
186384,"Square plot 10 x 10 m, woodlands",5
186386,"Square plot 5 x 5 m, most habitats",4
186387,"Linear plot",6
186417,"Square plot 5 x 5 m, most habitats",6
186418,"Square plot 5 x 5 m, most habitats",6
186419,"Square plot 5 x 5 m, most habitats",1
186557,"Linear plot",3
186623,"Square plot 5 x 5 m, most habitats",9
186629,"Square plot 5 x 5 m, most habitats",9
186664,"Linear plot",8
186666,"Square plot 5 x 5 m, most habitats",8
186668,"Square plot 5 x 5 m, most habitats",8
186670,"Linear plot",8
186686,"Square plot 5 x 5 m, most habitats",3
186688,"Square plot 5 x 5 m, most habitats",6
186689,"Linear plot",6
186701,"Square plot 5 x 5 m, most habitats",4
186710,"Square plot 5 x 5 m, most habitats",1
186711,"Linear plot",1
186712,"Linear plot",1
186755,"Linear plot",10
186756,"Square plot 5 x 5 m, most habitats",12
186757,"Square plot 5 x 5 m, most habitats",11
186758,"Linear plot",11
186804,"Square plot 5 x 5 m, most habitats",2
186843,"Square plot 5 x 5 m, most habitats",6
186846,"Linear plot",4
186847,"Square plot 5 x 5 m, most habitats",5
186867,"Square plot 5 x 5 m, most habitats",8
186868,"Square plot 10 x 10 m, woodlands",4
186888,"Linear plot",1
186896,"Linear plot",4
186897,"Square plot 5 x 5 m, most habitats",4
186931,"Square plot 5 x 5 m, most habitats",6
186932,"Linear plot",6
186948,"Square plot 5 x 5 m, most habitats",1
186949,"Square plot 5 x 5 m, most habitats",1
186950,"Square plot 5 x 5 m, most habitats",1
186951,"Square plot 5 x 5 m, most habitats",2
186952,"Square plot 5 x 5 m, most habitats",2
186953,"Square plot 5 x 5 m, most habitats",2
186954,"Linear plot",2
186955,"Linear plot",1
186969,"Linear plot",9
186970,"Linear plot",2
186971,"Square plot 10 x 10 m, woodlands",5
186979,"Linear plot",1
186991,"Linear plot",6
186992,"Square plot 5 x 5 m, most habitats",2
186993,"Square plot 5 x 5 m, most habitats",2
186994,"Square plot 5 x 5 m, most habitats",2
186995,"Square plot 5 x 5 m, most habitats",2
187000,"Square plot 10 x 10 m, woodlands",2
187006,"Square plot 10 x 10 m, woodlands",12
187008,"Square plot 5 x 5 m, most habitats",10
187009,"Linear plot",11
187010,"Square plot 5 x 5 m, most habitats",11
187011,"Square plot 5 x 5 m, most habitats",12
187012,"Square plot 5 x 5 m, most habitats",11
187014,"Linear plot",12
187018,"Linear plot",2
187024,"Square plot 10 x 10 m, woodlands",2
187025,"Square plot 5 x 5 m, most habitats",1
187026,"Square plot 5 x 5 m, most habitats",2
